flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
2038,7.75,246,199,47,0.43,0,506
2039,1.16,171,152,19,0.424,0,176
2040,8.98,137,116,21,0.347,1,348
2041,6.54,281,229,52,0.485,0,393
2042,7.4,106,92,14,0.128,0,197
2043,6.8,75,59,16,0.024,0,105
2044,5.57,55,44,11,0.524,0,77
2045,2.95,193,181,12,0.202,0,174
2046,1.77,109,91,18,0.475,0,115
2047,5.56,149,135,14,0.073,0,205
2048,6.3,61,52,9,0.288,0,97
2049,2.93,124,95,29,0.15,0,108
2050,11.76,52,41,11,0.269,1,123
2051,7.38,112,98,14,0.358,0,238
2052,3.1,285,255,30,0.396,0,483
2053,1.2,241,218,23,0.226,0,199
2054,1.24,239,202,37,0.118,0,204
2055,8.99,278,258,20,0.222,1,624
2056,4.61,183,154,29,0.558,1,275
2057,7.11,68,65,3,0.283,1,166
2058,7.72,67,60,7,0.055,1,137
2059,6.86,129,117,12,0.19,1,221
2060,11.81,264,200,64,0.311,0,541
2061,10.7,220,178,42,0.524,0,529
2062,7.76,278,245,33,0.606,0,644
2063,5.0,122,114,8,0.393,1,242
2064,4.3,180,153,27,0.169,0,263
2065,2.01,175,159,16,0.157,0,170
2066,9.66,121,102,19,0.259,1,301
2067,1.22,87,69,18,0.272,0,82
2068,3.8,117,97,20,0.173,0,163
2069,5.99,253,209,44,0.067,1,365
2070,7.78,221,187,34,0.35,1,618
2071,7.02,272,208,64,0.165,1,590
2072,7.11,266,204,62,0.37,1,584
2073,7.15,294,250,44,0.338,0,574
2074,8.39,129,115,14,0.507,0,290
2075,3.24,240,206,34,0.624,0,408
2076,6.38,91,84,7,0.085,1,144
2077,9.6,113,93,20,0.117,0,196
2078,7.03,231,197,34,0.579,0,514
2079,2.38,127,119,8,0.436,0,120
2080,2.11,176,161,15,0.111,0,162
2081,11.39,254,217,37,0.593,0,619
2082,7.55,154,119,35,0.075,1,352
2083,6.33,248,208,40,0.095,0,318
2084,5.01,125,102,23,0.225,0,166
2085,5.38,214,189,25,0.444,0,298
2086,7.73,291,244,47,0.193,0,529
2087,2.04,181,156,25,0.337,0,162
2088,4.07,179,147,32,0.042,0,224
2089,7.41,276,260,16,0.698,1,805
2090,10.17,171,146,25,0.175,1,400
2091,3.56,93,83,10,0.344,1,141
2092,7.48,244,216,28,0.292,0,512
2093,5.6,245,186,59,0.285,1,434
2094,8.95,151,138,13,0.108,1,346
2095,11.67,253,225,28,0.047,1,598
2096,3.55,260,221,39,0.161,0,382
2097,8.05,251,196,55,0.366,0,501
2098,1.65,111,97,14,0.179,0,103
2099,6.52,50,41,9,0.425,1,93
2100,8.56,66,52,14,0.412,0,119
2101,2.56,65,58,7,0.06,0,52
2102,9.1,58,51,7,0.217,0,111
2103,11.6,298,262,36,0.334,1,702
2104,4.34,230,181,49,0.14,1,381
2105,6.47,250,236,14,0.503,1,423
2106,7.39,108,96,12,0.224,1,278
2107,1.99,168,137,31,0.074,0,143
2108,2.54,186,156,30,0.506,0,205
2109,4.77,189,164,25,0.313,1,337
2110,3.2,168,142,26,0.281,1,247
2111,8.33,90,82,8,0.242,0,180
2112,7.16,192,166,26,0.1,0,425
2113,5.17,115,98,17,0.165,0,175
2114,1.33,124,96,28,0.031,0,103
2115,6.33,60,54,6,0.319,0,80
2116,11.88,57,45,12,0.206,0,116
2117,7.49,232,191,41,0.115,1,502
2118,2.22,273,259,14,0.078,0,241
2119,11.77,183,148,35,0.126,0,329
2120,8.51,230,217,13,0.157,0,536
2121,4.57,197,148,49,0.166,1,349
2122,4.87,216,168,48,0.528,0,347
2123,7.22,148,132,16,0.173,0,313
2124,8.57,121,109,12,0.177,0,238
2125,10.34,291,255,36,0.445,0,614
2126,1.33,162,143,19,0.121,0,139
2127,1.85,156,137,19,0.7,0,169
2128,4.69,83,74,9,0.163,0,102
2129,2.24,106,88,18,0.328,0,95
2130,8.74,166,153,13,0.529,0,406
2131,3.81,300,235,65,0.3,1,526
2132,8.13,169,134,35,0.042,1,367
2133,7.88,196,168,28,0.202,0,419
2134,6.77,120,94,26,0.349,0,175
2135,2.17,208,188,20,0.049,0,193
2136,3.2,259,246,13,0.048,0,361
2137,5.27,89,74,15,0.525,1,170
2138,5.54,191,164,27,0.281,0,257
2139,11.31,152,128,24,0.078,1,362
2140,5.83,173,134,39,0.163,1,319
2141,1.13,294,223,71,0.25,0,242
2142,3.86,172,142,30,0.318,0,254
2143,1.85,149,119,30,0.118,0,133
2144,9.57,258,241,17,0.349,0,543
2145,7.4,214,197,17,0.334,1,597
2146,10.83,221,178,43,0.239,0,461
2147,5.04,186,161,25,0.213,0,288
2148,4.13,107,93,14,0.198,1,165
2149,3.77,197,175,22,0.303,1,340
2150,6.95,158,131,27,0.172,0,196
2151,9.73,170,156,14,0.245,1,472
2152,2.74,141,117,24,0.193,0,135
2153,4.59,99,91,8,0.215,1,160
2154,3.41,197,185,12,0.343,0,284
2155,5.9,154,137,17,0.401,1,251
2156,1.82,213,193,20,0.255,0,207
2157,11.31,166,129,37,0.7,0,405
2158,2.39,76,72,4,0.245,0,77
2159,6.32,249,228,21,0.192,0,370
2160,1.72,81,69,12,0.053,0,73
2161,6.3,50,43,7,0.193,1,77
2162,4.11,66,63,3,0.311,1,114
2163,8.78,298,283,15,0.57,1,870
2164,9.02,186,140,46,0.271,1,385
2165,9.04,133,109,24,0.194,1,336
2166,5.1,94,83,11,0.245,1,157
2167,10.86,273,234,39,0.625,0,601
2168,11.49,115,104,11,0.414,1,295
2169,4.87,81,72,9,0.418,0,105
2170,3.04,94,78,16,0.221,1,131
2171,9.26,58,45,13,0.487,0,118
2172,3.38,79,73,6,0.093,0,108
2173,4.26,133,104,29,0.507,0,191
2174,2.16,215,200,15,0.176,0,192
2175,7.25,109,99,10,0.254,0,238
2176,3.89,50,48,2,0.173,1,81
2177,3.04,298,275,23,0.37,0,486
2178,7.78,54,42,12,0.342,0,120
2179,11.55,112,97,15,0.378,0,231
2180,1.98,276,258,18,0.083,0,234
2181,3.73,213,162,51,0.13,0,258
2182,3.34,114,89,25,0.282,0,171
2183,1.09,127,102,25,0.265,0,111
2184,8.5,250,191,59,0.328,0,472
2185,7.66,271,246,25,0.088,0,562
2186,4.94,201,158,43,0.083,1,259
2187,2.81,181,147,34,0.278,0,146
2188,10.31,163,127,36,0.705,0,385
2189,2.2,255,202,53,0.106,0,198
2190,2.25,266,235,31,0.072,0,227
2191,2.97,245,195,50,0.237,0,232
2192,1.43,74,67,7,0.498,0,74
2193,6.54,251,222,29,0.463,1,479
2194,6.28,276,257,19,0.219,0,385
2195,1.82,296,226,70,0.404,0,248
2196,1.46,184,165,19,0.108,0,162
2197,7.92,283,240,43,0.511,0,543
2198,5.49,190,166,24,0.178,0,274
2199,3.84,245,186,59,0.287,0,357
2200,6.93,291,257,34,0.285,1,464
2201,6.18,92,74,18,0.316,0,118
2202,6.06,106,83,23,0.111,0,147
2203,8.98,213,184,29,0.724,1,638
2204,3.55,297,260,37,0.136,0,408
2205,6.46,191,153,38,0.527,0,306
2206,8.51,259,199,60,0.375,0,575
2207,7.95,121,97,24,0.204,0,205
2208,5.75,273,247,26,0.075,1,406
2209,7.22,76,59,17,0.203,0,147
2210,7.11,177,155,22,0.078,0,342
2211,11.45,155,130,25,0.178,1,360
2212,6.57,214,168,46,0.134,0,270
2213,6.92,264,241,23,0.069,0,365
2214,5.09,120,96,24,0.161,0,148
2215,3.34,253,211,42,0.547,1,478
2216,7.88,202,156,46,0.144,1,514
2217,3.12,116,107,9,0.17,0,166
2218,11.86,139,121,18,0.075,1,275
2219,6.44,53,42,11,0.34,1,91
2220,10.33,155,147,8,0.213,1,380
2221,8.86,277,257,20,0.262,0,582
2222,3.98,128,97,31,0.271,1,181
2223,2.24,145,130,15,0.209,0,132
2224,9.72,142,108,34,0.511,1,308
2225,6.44,123,113,10,0.168,0,164
2226,3.46,262,230,32,0.44,0,388
2227,3.77,175,140,35,0.12,1,236
2228,3.32,295,242,53,0.356,1,454
2229,7.14,65,55,10,0.047,0,120
2230,3.54,288,244,44,0.179,0,382
2231,3.73,196,154,42,0.322,0,240
2232,2.47,206,187,19,0.213,0,178
2233,1.07,165,143,22,0.665,0,176
2234,3.03,228,210,18,0.298,0,298
2235,1.25,67,56,11,0.251,0,72
2236,8.61,235,212,23,0.295,0,455
2237,5.84,221,196,25,0.28,0,313
2238,3.34,298,256,42,0.178,1,533
2239,2.75,65,62,3,0.188,0,62
2240,9.71,242,226,16,0.375,0,540
2241,8.66,289,235,54,0.309,1,717
2242,3.26,179,155,24,0.089,0,259
2243,7.1,105,82,23,0.303,0,211
2244,11.33,128,104,24,0.177,0,287
2245,9.51,152,145,7,0.277,0,330
2246,1.76,77,64,13,0.228,0,72
2247,6.01,242,226,16,0.069,0,325
2248,11.62,54,43,11,0.35,1,118
2249,5.68,155,117,38,0.491,0,227
2250,5.53,71,60,11,0.542,1,133
2251,4.86,166,136,30,0.116,0,207
2252,1.4,149,135,14,0.183,0,127
2253,2.37,287,248,39,0.137,0,237
2254,9.66,62,49,13,0.156,0,111
2255,8.0,114,105,9,0.235,1,264
2256,2.17,193,174,19,0.228,0,180
2257,2.74,296,255,41,0.507,0,304
2258,1.94,282,228,54,0.14,0,227
2259,2.79,135,119,16,0.464,0,142
2260,6.36,113,87,26,0.324,1,186
2261,7.05,81,76,5,0.511,1,232
2262,5.0,129,113,16,0.269,1,245
2263,6.57,100,81,19,0.184,0,122
2264,2.74,128,116,12,0.03,0,103
2265,1.57,235,193,42,0.133,0,202
2266,7.82,223,205,18,0.124,0,473
2267,3.9,229,215,14,0.167,0,299
2268,6.53,155,144,11,0.248,1,288
2269,4.09,294,225,69,0.394,1,500
2270,7.83,112,95,17,0.415,1,313
2271,2.5,125,99,26,0.265,0,117
2272,2.83,109,97,12,0.088,0,95
2273,3.41,114,95,19,0.283,1,201
2274,5.52,166,142,24,0.247,1,277
2275,8.96,130,99,31,0.272,1,320
2276,6.09,154,124,30,0.505,0,218
2277,10.04,177,143,34,0.086,1,409
2278,6.57,232,219,13,0.23,0,339
2279,2.74,292,246,46,0.08,0,266
2280,11.47,234,201,33,0.171,1,585
2281,4.03,291,223,68,0.084,0,347
2282,1.85,269,242,27,0.297,0,248
2283,2.45,120,108,12,0.443,0,125
2284,10.69,250,217,33,0.301,0,472
2285,5.97,135,122,13,0.072,0,200
2286,4.75,203,188,15,0.204,0,313
2287,2.4,294,229,65,0.163,0,271
2288,8.28,189,159,30,0.039,0,333
2289,6.82,120,94,26,0.567,1,221
2290,5.83,95,75,20,0.548,0,137
2291,10.47,96,86,10,0.117,1,221
2292,4.39,128,108,20,0.364,0,180
2293,6.66,215,201,14,0.248,0,280
2294,8.96,198,152,46,0.231,0,419
2295,7.64,191,167,24,0.722,0,505
2296,9.88,179,156,23,0.339,1,385
2297,2.19,249,222,27,0.135,0,206
2298,4.27,176,151,25,0.219,1,298
2299,1.47,158,143,15,0.203,0,147
2300,3.94,168,148,20,0.347,1,274
2301,7.05,247,196,51,0.175,0,434
2302,10.42,278,218,60,0.387,0,604
2303,7.2,150,134,16,0.289,0,287
2304,1.37,298,256,42,0.028,0,268
2305,2.01,210,163,47,0.098,0,164
2306,2.17,282,265,17,0.138,0,260
2307,6.28,55,43,12,0.221,0,72
2308,6.9,293,266,27,0.127,1,472
2309,6.14,267,218,49,0.11,1,436
2310,2.6,175,146,29,0.392,0,167
2311,7.52,152,128,24,0.423,0,353
2312,5.31,282,220,62,0.231,0,394
2313,10.27,86,80,6,0.214,1,187
2314,1.24,191,169,22,0.215,0,153
2315,4.63,86,73,13,0.553,0,130
2316,6.39,57,45,12,0.115,0,76
2317,4.77,280,254,26,0.66,0,394
2318,6.21,126,100,26,0.164,0,155
2319,7.09,190,166,24,0.199,0,399
2320,5.25,89,82,7,0.199,0,127
2321,2.16,156,125,31,0.117,0,133
2322,8.19,141,132,9,0.06,0,254
2323,4.0,235,200,35,0.184,0,311
2324,4.7,67,63,4,0.254,0,102
2325,3.81,106,94,12,0.484,0,163
2326,6.21,132,110,22,0.203,0,172
2327,2.56,215,181,34,0.243,0,197
2328,1.04,81,71,10,0.211,0,77
2329,1.33,263,228,35,0.412,0,261
2330,8.48,243,220,23,0.208,1,524
2331,10.18,254,219,35,0.34,0,582
2332,5.57,264,201,63,0.17,0,338
2333,2.42,74,58,16,0.26,0,76
2334,3.72,269,248,21,0.464,0,452
2335,9.59,235,222,13,0.212,1,523
2336,4.21,252,193,59,0.06,1,382
2337,10.93,82,70,12,0.298,0,162
2338,11.69,137,116,21,0.203,0,245
2339,11.8,243,193,50,0.219,1,569
2340,11.64,207,184,23,0.289,1,532
2341,1.26,258,221,37,0.454,0,241
2342,5.58,153,116,37,0.141,0,211
2343,4.75,83,68,15,0.247,1,142
2344,6.12,151,139,12,0.324,1,276
2345,1.78,176,163,13,0.387,0,183
2346,3.55,263,240,23,0.144,0,361
2347,7.96,118,95,23,0.23,0,234
2348,7.02,225,201,24,0.105,0,428
2349,4.48,89,85,4,0.23,0,132
2350,1.13,228,174,54,0.311,0,210
2351,7.54,129,119,10,0.117,1,345
2352,6.66,190,181,9,0.363,0,287
2353,10.74,267,241,26,0.365,0,579
2354,4.17,80,73,7,0.268,1,133
2355,2.46,165,143,22,0.049,0,158
2356,9.78,216,166,50,0.316,1,514
2357,6.7,112,87,25,0.074,1,181
2358,2.76,97,84,13,0.316,0,97
2359,2.15,136,119,17,0.275,0,144
2360,8.66,97,82,15,0.27,1,224
2361,3.58,110,100,10,0.062,0,139
2362,7.74,189,178,11,0.264,0,385
2363,5.81,127,97,30,0.348,1,221
2364,1.06,233,213,20,0.129,0,199
2365,6.12,67,61,6,0.411,0,97
2366,8.17,204,175,29,0.107,0,406
2367,1.79,77,66,11,0.292,0,70
2368,1.92,259,246,13,0.508,0,264
2369,7.67,129,119,10,0.228,0,297
2370,3.41,229,201,28,0.064,0,308
2371,1.55,65,53,12,0.399,0,60
2372,8.33,126,114,12,0.275,1,342
2373,4.04,235,204,31,0.575,0,370
2374,11.91,270,227,43,0.144,0,492
2375,3.8,186,144,42,0.342,0,255
2376,5.91,75,67,8,0.39,1,112
2377,2.11,77,72,5,0.082,0,77
2378,4.96,154,132,22,0.166,0,216
2379,6.9,126,101,25,0.116,1,195
2380,6.8,213,198,15,0.466,1,345
2381,3.17,58,51,7,0.279,0,73
2382,3.49,224,213,11,0.358,1,434
2383,6.96,255,241,14,0.418,1,374
2384,4.0,100,86,14,0.028,1,147
2385,2.2,125,112,13,0.594,0,114
2386,2.72,294,230,64,0.145,0,273
2387,9.38,171,142,29,0.429,0,362
2388,4.5,234,202,32,0.502,0,305
2389,1.07,81,71,10,0.06,0,71
2390,1.26,279,238,41,0.441,0,265
2391,1.97,244,230,14,0.203,0,221
2392,1.5,299,231,68,0.315,0,312
2393,11.93,106,80,26,0.262,0,195
2394,4.9,103,95,8,0.064,0,153
2395,6.97,165,153,12,0.42,0,261
2396,8.23,193,178,15,0.523,0,400
2397,8.42,111,91,20,0.262,1,238
2398,5.57,133,109,24,0.036,1,184
2399,4.27,273,214,59,0.23,0,369
2400,7.02,105,84,21,0.42,0,214
2401,6.51,72,62,10,0.495,0,101
2402,1.03,66,55,11,0.221,0,57
2403,10.4,257,209,48,0.117,0,482
2404,1.04,215,183,32,0.373,0,217
2405,10.57,249,213,36,0.433,0,548
2406,4.44,260,214,46,0.544,0,395
2407,8.93,207,174,33,0.398,0,445
2408,6.91,298,245,53,0.246,1,483
2409,4.24,235,195,40,0.112,1,334
2410,11.73,275,222,53,0.08,0,565
2411,6.06,127,105,22,0.353,1,235
2412,4.81,71,61,10,0.216,1,105
2413,9.53,157,128,29,0.488,1,452
2414,6.87,66,57,9,0.392,1,97
2415,4.58,300,271,29,0.153,1,494
2416,7.14,64,61,3,0.543,0,123
2417,2.12,163,137,26,0.418,0,162
2418,5.67,97,81,16,0.342,1,176
2419,2.89,209,158,51,0.365,0,217
2420,10.39,254,223,31,0.574,1,655
2421,3.22,262,229,33,0.303,1,408
2422,1.77,162,148,14,0.247,0,163
2423,3.61,217,204,13,0.271,0,343
2424,11.05,146,117,29,0.443,0,325
2425,7.27,234,211,23,0.266,0,514
2426,5.06,235,195,40,0.276,0,370
2427,5.31,140,114,26,0.089,0,158
2428,2.95,276,237,39,0.056,0,219
2429,1.81,65,51,14,0.179,0,59
2430,11.99,205,177,28,0.172,0,369
2431,4.37,147,132,15,0.428,1,264
2432,11.52,160,124,36,0.138,1,403
2433,3.05,50,39,11,0.216,0,67
2434,2.46,90,83,7,0.42,0,76
2435,11.97,97,92,5,0.278,1,235
2436,4.01,208,194,14,0.161,0,300
2437,8.19,213,191,22,0.038,0,426
2438,7.0,157,119,38,0.279,0,336
2439,2.41,210,177,33,0.396,0,213
2440,1.06,210,184,26,0.447,0,225
2441,2.32,152,118,34,0.552,0,130
2442,9.26,177,153,24,0.398,0,330
2443,6.87,259,230,29,0.486,0,362
2444,5.5,200,153,47,0.111,0,277
2445,10.26,237,185,52,0.628,0,559
2446,1.21,264,207,57,0.425,0,226
2447,5.46,256,217,39,0.417,0,323
2448,11.28,267,212,55,0.312,1,756
2449,8.76,79,73,6,0.167,0,157
2450,10.76,266,223,43,0.128,0,520
2451,11.45,94,71,23,0.134,0,170
2452,5.89,129,116,13,0.312,1,239
2453,6.66,88,70,18,0.32,1,133
2454,7.69,289,247,42,0.505,0,638
2455,2.39,94,89,5,0.387,0,104
2456,5.76,127,102,25,0.501,0,179
2457,2.51,130,120,10,0.195,0,124
2458,11.76,189,156,33,0.316,1,429
2459,7.69,142,133,9,0.643,0,334
2460,2.63,81,62,19,0.098,0,73
2461,5.01,233,208,25,0.164,0,316
2462,7.5,73,67,6,0.602,0,153
2463,1.25,165,153,12,0.386,0,145
2464,9.91,62,48,14,0.556,0,141
2465,4.98,297,240,57,0.184,0,403
2466,5.85,197,158,39,0.096,0,285
2467,4.0,128,109,19,0.206,0,175
2468,2.47,105,90,15,0.576,0,117
2469,3.65,102,95,7,0.596,0,158
2470,5.62,117,99,18,0.21,0,170
2471,5.17,231,209,22,0.509,1,426
2472,7.54,83,63,20,0.478,0,187
2473,7.49,77,61,16,0.333,0,159
2474,10.95,99,86,13,0.171,1,244
2475,4.56,179,165,14,0.326,1,252
2476,4.25,298,237,61,0.038,1,433
2477,2.63,160,149,11,0.211,0,139
2478,4.06,143,131,12,0.276,0,203
2479,4.4,203,185,18,0.103,0,281
2480,2.63,228,192,36,0.194,0,202
2481,5.13,96,77,19,0.152,0,123
2482,5.42,75,67,8,0.132,1,124
2483,1.26,133,125,8,0.548,0,130
2484,4.78,155,133,22,0.527,0,249
2485,8.34,141,113,28,0.222,0,297
2486,4.24,169,154,15,0.276,0,226
2487,7.59,261,237,24,0.339,1,679
2488,6.28,124,95,29,0.227,0,156
2489,1.04,171,130,41,0.201,0,134
2490,6.31,251,189,62,0.244,0,346
2491,3.11,238,188,50,0.04,1,380
2492,6.65,200,183,17,0.241,1,377
2493,11.19,214,195,19,0.336,0,461
2494,7.2,90,80,10,0.135,0,177
2495,6.81,101,90,11,0.191,0,138
2496,9.96,260,198,62,0.292,1,583
2497,5.59,286,227,59,0.533,0,382
2498,4.85,131,106,25,0.241,0,197
2499,5.17,226,207,19,0.267,0,341
2500,9.78,204,157,47,0.129,1,444
2501,9.78,183,144,39,0.265,1,462
2502,11.85,123,113,10,0.325,0,246
2503,5.38,115,90,25,0.253,0,158
2504,1.92,73,66,7,0.059,0,61
2505,4.48,215,201,14,0.28,0,267
2506,4.84,77,64,13,0.148,0,101
2507,7.01,205,168,37,0.018,1,498
2508,10.94,166,155,11,0.136,1,337
2509,3.99,286,254,32,0.419,1,505
2510,9.01,163,123,40,0.152,0,321
2511,2.98,280,229,51,0.347,0,238
2512,4.55,243,196,47,0.264,1,474
2513,10.26,110,100,10,0.238,0,227
2514,2.52,223,209,14,0.165,0,212
2515,1.66,118,106,12,0.515,0,134
2516,3.19,163,147,16,0.57,1,278
2517,5.72,124,112,12,0.305,1,193
2518,11.81,251,229,22,0.307,0,519
2519,1.19,220,184,36,0.11,0,206
2520,8.08,108,96,12,0.261,1,274
2521,5.06,179,141,38,0.262,1,251
2522,2.08,64,59,5,0.132,0,59
2523,1.07,280,240,40,0.586,0,259
2524,11.23,154,146,8,0.318,0,338
2525,2.54,214,183,31,0.357,0,206
2526,5.47,248,233,15,0.271,1,451
2527,3.33,197,149,48,0.365,0,252
2528,7.24,147,117,30,0.206,0,278
2529,2.36,84,72,12,0.385,0,77
2530,7.4,211,197,14,0.162,0,453
2531,7.71,294,245,49,0.441,0,652
2532,5.44,263,210,53,0.209,1,423
2533,9.17,80,73,7,0.359,0,174
2534,3.26,176,148,28,0.281,0,228
2535,4.2,264,208,56,0.131,0,311
2536,4.88,68,55,13,0.542,1,121
2537,10.9,245,194,51,0.244,1,585
2538,4.0,73,57,16,0.301,0,96
2539,1.49,133,102,31,0.418,0,141
2540,2.99,216,188,28,0.453,0,211
2541,11.14,141,118,23,0.48,0,293
2542,4.5,231,183,48,0.183,0,285
2543,5.3,216,176,40,0.177,1,374
2544,2.39,194,146,48,0.245,0,163
2545,6.74,196,186,10,0.49,1,347
2546,11.25,167,147,20,0.611,0,385
2547,2.85,225,202,23,0.374,0,223
2548,7.33,212,191,21,0.047,0,367
2549,1.26,209,190,19,0.592,0,256
2550,1.5,224,182,42,0.35,0,209
2551,10.54,287,268,19,0.213,1,718
2552,1.32,96,77,19,0.264,0,94
2553,1.36,241,196,45,0.304,0,265
2554,8.65,223,201,22,0.567,1,596
2555,5.29,152,137,15,0.468,1,274
2556,7.72,170,141,29,0.057,0,336
2557,7.28,212,170,42,0.282,1,545
2558,5.89,143,111,32,0.127,0,189
2559,6.57,194,152,42,0.5,0,283
2560,3.36,91,69,22,0.438,0,121
2561,8.03,160,134,26,0.163,1,386
2562,6.26,78,60,18,0.313,0,118
2563,5.89,247,195,52,0.541,0,328
2564,10.9,173,134,39,0.418,0,372
2565,6.56,66,63,3,0.246,0,100
2566,6.36,258,196,62,0.222,0,345
2567,11.56,63,54,9,0.303,0,134
2568,6.31,201,159,42,0.586,0,301
2569,2.6,234,217,17,0.182,0,227
2570,4.91,99,87,12,0.425,0,157
2571,3.65,106,95,11,0.085,0,141
2572,10.65,278,248,30,0.362,0,616
2573,9.83,238,221,17,0.067,0,472
2574,4.56,153,121,32,0.372,1,279
2575,4.14,88,84,4,0.425,0,122
2576,4.64,232,206,26,0.171,0,290
2577,4.34,145,133,12,0.519,1,238
2578,3.87,85,71,14,0.436,0,119
2579,6.79,163,147,16,0.255,0,218
2580,9.96,86,78,8,0.426,1,196
2581,4.97,289,247,42,0.029,0,350
2582,2.25,63,52,11,0.567,0,70
2583,6.86,204,189,15,0.074,1,340
2584,1.34,172,158,14,0.143,0,165
2585,2.53,132,119,13,0.023,0,129
2586,5.16,208,158,50,0.313,0,274
2587,7.09,287,250,37,0.087,0,522
2588,9.36,122,102,20,0.384,0,229
2589,7.02,151,137,14,0.285,0,332
2590,4.75,130,111,19,0.069,1,199
2591,6.38,132,124,8,0.291,1,230
2592,4.97,93,88,5,0.18,0,134
2593,3.99,117,101,16,0.398,1,188
2594,5.2,97,85,12,0.117,0,123
2595,7.27,106,98,8,0.215,0,235
2596,8.56,124,101,23,0.196,1,323
2597,7.53,71,54,17,0.324,0,155
2598,10.2,181,158,23,0.173,0,348
2599,2.87,258,213,45,0.519,0,256
2600,5.5,249,189,60,0.419,0,335
2601,4.02,95,75,20,0.336,0,141
2602,1.87,236,203,33,0.58,0,219
2603,7.47,211,170,41,0.043,1,503
2604,6.15,60,56,4,0.406,0,91
2605,5.79,80,68,12,0.448,0,123
2606,2.08,188,169,19,0.186,0,159
2607,2.08,169,156,13,0.321,0,150
2608,8.84,295,256,39,0.344,1,668
2609,6.24,105,97,8,0.097,1,167
2610,3.11,87,71,16,0.399,1,151
2611,1.26,294,253,41,0.47,0,276
2612,8.91,70,60,10,0.235,1,163
2613,8.69,159,147,12,0.11,0,326
2614,9.71,143,132,11,0.092,0,266
2615,4.81,187,156,31,0.173,0,263
2616,8.23,203,153,50,0.51,1,515
2617,8.8,268,250,18,0.337,0,652
2618,6.41,185,166,19,0.302,0,275
2619,1.84,280,218,62,0.364,0,238
2620,1.48,57,54,3,0.456,0,64
2621,5.76,237,184,53,0.328,1,410
2622,10.07,121,103,18,0.763,0,290
2623,10.6,168,146,22,0.289,0,361
2624,1.61,83,74,9,0.504,0,86
2625,8.75,300,268,32,0.57,1,850
2626,6.11,193,172,21,0.355,0,258
2627,3.57,154,120,34,0.224,0,201
2628,7.04,190,153,37,0.187,0,369
2629,7.03,136,111,25,0.248,0,263
2630,11.42,253,200,53,0.264,1,628
2631,6.13,268,241,27,0.429,1,423
2632,3.94,199,165,34,0.187,0,272
2633,1.24,273,235,38,0.166,0,236
2634,2.04,298,237,61,0.088,0,263
2635,8.76,290,258,32,0.54,0,600
2636,5.27,204,168,36,0.297,0,277
2637,4.14,113,88,25,0.056,0,133
2638,10.58,51,45,6,0.247,1,120
2639,6.2,158,148,10,0.164,1,275
2640,3.09,274,233,41,0.382,1,437
2641,3.76,75,67,8,0.001,0,94
2642,9.64,269,220,49,0.189,1,638
2643,3.9,132,101,31,0.108,0,186
2644,1.59,156,134,22,0.225,0,163
2645,3.98,118,102,16,0.36,1,184
2646,8.74,146,120,26,0.403,1,406
2647,7.42,261,243,18,0.348,1,654
2648,4.96,79,72,7,0.144,1,136
2649,7.78,286,220,66,0.119,1,682
2650,2.78,57,47,10,0.125,0,54
2651,4.35,87,83,4,0.203,1,143
2652,6.06,238,217,21,0.044,0,312
2653,3.83,130,106,24,0.075,0,186
2654,8.71,157,126,31,0.022,1,375
2655,3.85,114,90,24,0.071,1,169
2656,6.54,116,104,12,0.136,0,145
2657,7.84,223,171,52,0.153,1,503
2658,7.41,139,117,22,0.05,0,232
2659,6.86,144,117,27,0.303,1,223
2660,1.37,121,101,20,0.4,0,116
2661,6.61,92,86,6,0.527,0,169
2662,5.85,236,179,57,0.439,1,389
2663,10.32,95,88,7,0.173,1,239
2664,8.84,249,224,25,0.423,1,656
2665,6.98,174,137,37,0.303,1,259
2666,3.02,212,176,36,0.337,0,324
2667,4.86,88,69,19,0.161,0,112
2668,8.59,269,228,41,0.101,1,717
2669,11.02,100,88,12,0.211,1,241
2670,3.94,53,41,12,0.083,0,72
2671,1.65,170,161,9,0.347,0,162
2672,5.13,129,101,28,0.227,0,154
2673,2.5,126,114,12,0.253,0,118
2674,8.32,261,204,57,0.524,1,724
2675,1.57,228,211,17,0.105,0,213
2676,3.68,182,152,30,0.033,0,240
2677,7.41,104,81,23,0.337,1,248
2678,2.47,278,238,40,0.204,0,235
2679,8.14,69,56,13,0.292,1,189
2680,5.93,201,159,42,0.405,0,297
2681,2.1,213,171,42,0.706,0,190
2682,9.15,83,64,19,0.472,0,183
2683,3.62,171,148,23,0.231,0,249
2684,2.86,158,145,13,0.131,0,146
2685,6.56,175,165,10,0.301,1,273
2686,11.32,289,261,28,0.136,0,570
2687,4.75,103,95,8,0.35,0,162
2688,10.32,211,177,34,0.608,1,543
2689,9.38,260,238,22,0.76,0,642
2690,9.7,194,183,11,0.322,1,502
2691,4.9,182,172,10,0.176,0,220
2692,7.6,138,109,29,0.276,0,279
2693,2.44,195,163,32,0.253,0,182
2694,8.73,232,204,28,0.093,0,422
2695,5.76,102,79,23,0.3,0,140
2696,7.06,99,93,6,0.164,0,178
2697,2.38,121,92,29,0.235,0,106
2698,4.67,268,222,46,0.323,1,430
2699,6.57,256,234,22,0.57,1,465
2700,4.72,222,181,41,0.542,0,333
2701,5.33,190,152,38,0.179,0,266
